[ 2026-03-23 08:40:42,761 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-23 08:40:47,415 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-03-23 08:40:47,415 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-23 08:40:47,415 ] 75 root - INFO - Exporting train and test file path.
[ 2026-03-23 08:40:47,522 ] 84 root - INFO - Exported train and test file path.
[ 2026-03-23 08:40:47,522 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-23 08:40:47,570 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-23 08:40:47,643 ] 32 root - INFO - Required number of columns:2
[ 2026-03-23 08:40:47,643 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-23 08:40:47,643 ] 32 root - INFO - Required number of columns:2
[ 2026-03-23 08:40:47,643 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-23 08:40:47,957 ] 28 root - INFO - data Validation Completed
[ 2026-03-23 08:40:47,957 ] 31 root - INFO - data Transformation started
[ 2026-03-23 08:40:47,959 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-23 08:40:47,959 ] 65 root - INFO - Starting data transformation
[ 2026-03-23 08:40:47,993 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-23 08:40:47,993 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-23 08:40:48,051 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-23 08:40:48,054 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-23 08:40:48,054 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-23 08:40:48,058 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-23 08:40:48,062 ] 35 root - INFO - data Transformation completed
[ 2026-03-23 08:40:48,062 ] 37 root - INFO - Model Training sstared
