[ 2026-03-12 02:27:43,666 ] 21 root - INFO - Initiate the data ingestion
[ 2026-03-12 02:27:54,467 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-03-12 02:27:54,467 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-12 02:27:54,467 ] 75 root - INFO - Exporting train and test file path.
[ 2026-03-12 02:27:54,576 ] 84 root - INFO - Exported train and test file path.
[ 2026-03-12 02:27:54,576 ] 23 root - INFO - Data Initiation Completed
[ 2026-03-12 02:27:54,608 ] 27 root - INFO - Initiate the data Validation
[ 2026-03-12 02:27:54,742 ] 32 root - INFO - Required number of columns:2
[ 2026-03-12 02:27:54,742 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-12 02:27:54,742 ] 32 root - INFO - Required number of columns:2
[ 2026-03-12 02:27:54,742 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-12 02:27:55,135 ] 29 root - INFO - data Validation Completed
[ 2026-03-12 02:27:55,135 ] 32 root - INFO - data Transformation started
[ 2026-03-12 02:27:55,139 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-12 02:27:55,139 ] 65 root - INFO - Starting data transformation
[ 2026-03-12 02:27:55,185 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-12 02:27:55,185 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-12 02:27:55,211 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-12 02:27:55,218 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-12 02:27:55,218 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-12 02:27:55,224 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-12 02:27:55,226 ] 36 root - INFO - data Transformation completed
[ 2026-03-12 02:27:55,226 ] 38 root - INFO - Model Training sstared
