[ 2026-03-23 09:06:41,671 ] 20 root - INFO - Initiate the data ingestion
[ 2026-03-23 09:06:45,208 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-03-23 09:06:45,208 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-23 09:06:45,208 ] 75 root - INFO - Exporting train and test file path.
[ 2026-03-23 09:06:45,274 ] 84 root - INFO - Exported train and test file path.
[ 2026-03-23 09:06:45,274 ] 22 root - INFO - Data Initiation Completed
[ 2026-03-23 09:06:45,279 ] 26 root - INFO - Initiate the data Validation
[ 2026-03-23 09:06:45,348 ] 32 root - INFO - Required number of columns:2
[ 2026-03-23 09:06:45,349 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-23 09:06:45,349 ] 32 root - INFO - Required number of columns:2
[ 2026-03-23 09:06:45,349 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-23 09:06:45,489 ] 28 root - INFO - data Validation Completed
[ 2026-03-23 09:06:45,489 ] 31 root - INFO - data Transformation started
[ 2026-03-23 09:06:45,489 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-23 09:06:45,489 ] 65 root - INFO - Starting data transformation
[ 2026-03-23 09:06:45,514 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-23 09:06:45,514 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-23 09:06:45,529 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-23 09:06:45,532 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-23 09:06:45,532 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-23 09:06:45,536 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-23 09:06:45,536 ] 35 root - INFO - data Transformation completed
[ 2026-03-23 09:06:45,536 ] 37 root - INFO - Model Training sstared
[ 2026-03-23 09:06:45,536 ] 155 root - INFO - Loading training and testing data
[ 2026-03-23 09:07:30,884 ] 100 root - INFO - Best Model: Random Forest, Score: 0.893808431530047
[ 2026-03-23 09:07:48,784 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-23 09:07:48,808 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-23 09:07:48,808 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-23 09:07:48,828 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-23 09:07:48,828 ] 138 root - INFO - Model saved successfully
[ 2026-03-23 09:07:48,829 ] 147 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\03_23_2026_09_06_37\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9918007895535985, precision_score=0.9900970088924818, recall_score=0.9935104441289799), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9764801297648013, precision_score=0.9709677419354839, recall_score=0.9820554649265906))
[ 2026-03-23 09:07:48,829 ] 148 root - INFO - Model training completed
[ 2026-03-23 09:07:48,830 ] 42 root - INFO - Model Training artifact created
