[ 2026-03-12 02:23:30,046 ] 21 root - INFO - Initiate the data ingestion
[ 2026-03-12 02:23:36,823 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-03-12 02:23:36,823 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-12 02:23:36,823 ] 75 root - INFO - Exporting train and test file path.
[ 2026-03-12 02:23:36,953 ] 84 root - INFO - Exported train and test file path.
[ 2026-03-12 02:23:36,955 ] 23 root - INFO - Data Initiation Completed
[ 2026-03-12 02:23:36,975 ] 27 root - INFO - Initiate the data Validation
[ 2026-03-12 02:23:37,061 ] 32 root - INFO - Required number of columns:2
[ 2026-03-12 02:23:37,061 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-12 02:23:37,061 ] 32 root - INFO - Required number of columns:2
[ 2026-03-12 02:23:37,061 ] 33 root - INFO - Data frame has columns:31
[ 2026-03-12 02:23:37,317 ] 29 root - INFO - data Validation Completed
[ 2026-03-12 02:23:37,321 ] 32 root - INFO - data Transformation started
[ 2026-03-12 02:23:37,321 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-03-12 02:23:37,321 ] 65 root - INFO - Starting data transformation
[ 2026-03-12 02:23:37,362 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-03-12 02:23:37,365 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-03-12 02:23:37,424 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-12 02:23:37,431 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-12 02:23:37,431 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-03-12 02:23:37,437 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-03-12 02:23:37,451 ] 36 root - INFO - data Transformation completed
[ 2026-03-12 02:23:37,451 ] 38 root - INFO - Model Training sstared
